sample_id,split,x_start_date,x_end_date,target_date,y
153,train,2012-10,2013-09,2013-10,103.2
154,train,2012-11,2013-10,2013-11,103.0
155,train,2012-12,2013-11,2013-12,102.5
156,train,2013-01,2013-12,2014-01,102.5
157,train,2013-02,2014-01,2014-02,102.0
158,train,2013-03,2014-02,2014-03,102.4
159,train,2013-04,2014-03,2014-04,101.8
160,train,2013-05,2014-04,2014-05,102.5
161,train,2013-06,2014-05,2014-06,102.3
162,train,2013-07,2014-06,2014-07,102.3
163,train,2013-08,2014-07,2014-08,102.0
164,train,2013-09,2014-08,2014-09,101.6
165,train,2013-10,2014-09,2014-10,101.6
166,train,2013-11,2014-10,2014-11,101.4
167,train,2013-12,2014-11,2014-12,101.5
168,train,2014-01,2014-12,2015-01,100.8
169,train,2014-02,2015-01,2015-02,101.4
170,train,2014-03,2015-02,2015-03,101.4
171,train,2014-04,2015-03,2015-04,101.5
172,train,2014-05,2015-04,2015-05,101.2
173,train,2014-06,2015-05,2015-06,101.4
174,train,2014-07,2015-06,2015-07,101.6
175,train,2014-08,2015-07,2015-08,102.0
176,train,2014-09,2015-08,2015-09,101.6
177,train,2014-10,2015-09,2015-10,101.3
178,train,2014-11,2015-10,2015-11,101.5
179,train,2014-12,2015-11,2015-12,101.6
180,train,2015-01,2015-12,2016-01,101.8
181,train,2015-02,2016-01,2016-02,102.3
182,train,2015-03,2016-02,2016-03,102.3
183,train,2015-04,2016-03,2016-04,102.3
184,train,2015-05,2016-04,2016-05,102.0
185,train,2015-06,2016-05,2016-06,101.9
186,train,2015-07,2016-06,2016-07,101.8
187,train,2015-08,2016-07,2016-08,101.3
188,train,2015-09,2016-08,2016-09,101.9
189,train,2015-10,2016-09,2016-10,102.1
190,train,2015-11,2016-10,2016-11,102.3
191,train,2015-12,2016-11,2016-12,102.1
192,train,2016-01,2016-12,2017-01,102.5
193,train,2016-02,2017-01,2017-02,100.8
194,train,2016-03,2017-02,2017-03,100.9
195,train,2016-04,2017-03,2017-04,101.2
196,train,2016-05,2017-04,2017-05,101.5
197,train,2016-06,2017-05,2017-06,101.5
198,train,2016-07,2017-06,2017-07,101.4
199,train,2016-08,2017-07,2017-08,101.8
200,train,2016-09,2017-08,2017-09,101.6
201,train,2016-10,2017-09,2017-10,101.9
202,train,2016-11,2017-10,2017-11,101.7
203,train,2016-12,2017-11,2017-12,101.8
204,train,2017-01,2017-12,2018-01,101.5
205,train,2017-02,2018-01,2018-02,102.9
206,train,2017-03,2018-02,2018-03,102.1
207,train,2017-04,2018-03,2018-04,101.8
208,train,2017-05,2018-04,2018-05,101.8
209,train,2017-06,2018-05,2018-06,101.9
210,train,2017-07,2018-06,2018-07,102.1
211,train,2017-08,2018-07,2018-08,102.3
212,val,2017-09,2018-08,2018-09,102.5
213,val,2017-10,2018-09,2018-10,102.5
214,val,2017-11,2018-10,2018-11,102.2
215,val,2017-12,2018-11,2018-12,101.9
216,val,2018-01,2018-12,2019-01,101.7
217,val,2018-02,2019-01,2019-02,101.5
218,val,2018-03,2019-02,2019-03,102.3
219,val,2018-04,2019-03,2019-04,102.5
220,val,2018-05,2019-04,2019-05,102.7
221,val,2018-06,2019-05,2019-06,102.7
222,val,2018-07,2019-06,2019-07,102.8
223,val,2018-08,2019-07,2019-08,102.8
224,val,2018-09,2019-08,2019-09,103.0
225,val,2018-10,2019-09,2019-10,103.8
226,val,2018-11,2019-10,2019-11,104.5
227,val,2018-12,2019-11,2019-12,104.5
228,val,2019-01,2019-12,2020-01,105.4
229,val,2019-02,2020-01,2020-02,105.2
230,val,2019-03,2020-02,2020-03,104.3
231,val,2019-04,2020-03,2020-04,103.3
232,val,2019-05,2020-04,2020-05,102.4
233,val,2019-06,2020-05,2020-06,102.5
234,val,2019-07,2020-06,2020-07,102.7
235,val,2019-08,2020-07,2020-08,102.4
236,val,2019-09,2020-08,2020-09,101.7
237,val,2019-10,2020-09,2020-10,100.5
238,val,2019-11,2020-10,2020-11,99.5
239,val,2019-12,2020-11,2020-12,100.2
240,val,2020-01,2020-12,2021-01,99.7
241,val,2020-02,2021-01,2021-02,99.8
242,val,2020-03,2021-02,2021-03,100.4
243,val,2020-04,2021-03,2021-04,100.9
244,val,2020-05,2021-04,2021-05,101.3
245,val,2020-06,2021-05,2021-06,101.1
246,val,2020-07,2021-06,2021-07,101.0
247,val,2020-08,2021-07,2021-08,100.8
248,val,2020-09,2021-08,2021-09,100.7
249,val,2020-10,2021-09,2021-10,101.5
250,val,2020-11,2021-10,2021-11,102.3
251,val,2020-12,2021-11,2021-12,101.5
252,val,2021-01,2021-12,2022-01,100.9
253,val,2021-02,2022-01,2022-02,100.9
254,val,2021-03,2022-02,2022-03,101.5
255,val,2021-04,2022-03,2022-04,102.1
256,val,2021-05,2022-04,2022-05,102.1
257,test,2021-06,2022-05,2022-06,102.5
258,test,2021-07,2022-06,2022-07,102.7
259,test,2021-08,2022-07,2022-08,102.5
260,test,2021-09,2022-08,2022-09,102.8
261,test,2021-10,2022-09,2022-10,102.1
262,test,2021-11,2022-10,2022-11,101.6
263,test,2021-12,2022-11,2022-12,101.8
264,test,2022-01,2022-12,2023-01,102.1
265,test,2022-02,2023-01,2023-02,101.0
266,test,2022-03,2023-02,2023-03,100.7
267,test,2022-04,2023-03,2023-04,100.1
268,test,2022-05,2023-04,2023-05,100.2
269,test,2022-06,2023-05,2023-06,100.0
270,test,2022-07,2023-06,2023-07,99.7
271,test,2022-08,2023-07,2023-08,100.1
272,test,2022-09,2023-08,2023-09,100.0
273,test,2022-10,2023-09,2023-10,99.8
274,test,2022-11,2023-10,2023-11,99.5
275,test,2022-12,2023-11,2023-12,99.7
276,test,2023-01,2023-12,2024-01,99.2
277,test,2023-02,2024-01,2024-02,100.7
278,test,2023-03,2024-02,2024-03,100.1
279,test,2023-04,2024-03,2024-04,100.3
280,test,2023-05,2024-04,2024-05,100.3
281,test,2023-06,2024-05,2024-06,100.2
282,test,2023-07,2024-06,2024-07,100.5
283,test,2023-08,2024-07,2024-08,100.6
284,test,2023-09,2024-08,2024-09,100.4
285,test,2023-10,2024-09,2024-10,100.3
286,test,2023-11,2024-10,2024-11,100.2
287,test,2023-12,2024-11,2024-12,100.1
288,test,2024-01,2024-12,2025-01,100.5
289,test,2024-02,2025-01,2025-02,99.3
290,test,2024-03,2025-02,2025-03,99.9
291,test,2024-04,2025-03,2025-04,99.9
292,test,2024-05,2025-04,2025-05,99.9
293,test,2024-06,2025-05,2025-06,100.1
294,test,2024-07,2025-06,2025-07,100.0
295,test,2024-08,2025-07,2025-08,99.6
296,test,2024-09,2025-08,2025-09,99.7
297,test,2024-10,2025-09,2025-10,100.2
298,test,2024-11,2025-10,2025-11,100.7
299,test,2024-12,2025-11,2025-12,100.8
300,test,2025-01,2025-12,2026-01,100.2
301,test,2025-02,2026-01,2026-02,101.3
302,test,2025-03,2026-02,2026-03,101.0
303,test,2025-04,2026-03,2026-04,101.2
