sample_id,split,x_start_date,x_end_date,target_date,y
45,train,2003-11,2004-10,2004-11,99.422
46,train,2003-12,2004-11,2004-12,99.5155
47,train,2004-01,2004-12,2005-01,100.0974
48,train,2004-02,2005-01,2005-02,99.9027
49,train,2004-03,2005-02,2005-03,100.1947
50,train,2004-04,2005-03,2005-04,99.3197
51,train,2004-05,2005-04,2005-05,99.5108
52,train,2004-06,2005-05,2005-06,99.9017
53,train,2004-07,2005-06,2005-07,99.8031
54,train,2004-08,2005-07,2005-08,99.7041
55,train,2004-09,2005-08,2005-09,99.9011
56,train,2004-10,2005-09,2005-10,100.0
57,train,2004-11,2005-10,2005-11,100.297
58,train,2004-12,2005-11,2005-12,100.0987
59,train,2005-01,2005-12,2006-01,100.4931
60,train,2005-02,2006-01,2006-02,99.0186
61,train,2005-03,2006-02,2006-03,99.9009
62,train,2005-04,2006-03,2006-04,100.3968
63,train,2005-05,2006-04,2006-05,100.1976
64,train,2005-06,2006-05,2006-06,100.0986
65,train,2005-07,2006-06,2006-07,99.5074
66,train,2005-08,2006-07,2006-08,100.297
67,train,2005-09,2006-08,2006-09,100.1974
68,train,2005-10,2006-09,2006-10,99.9015
69,train,2005-11,2006-10,2006-11,100.4931
70,train,2005-12,2006-11,2006-12,100.8832
71,train,2006-01,2006-12,2007-01,99.4163
72,train,2006-02,2007-01,2007-02,100.4892
73,train,2006-03,2007-02,2007-03,100.5842
74,train,2006-04,2007-03,2007-04,99.7096
75,train,2006-05,2007-04,2007-05,100.3883
76,train,2006-06,2007-05,2007-06,100.9671
77,train,2006-07,2007-06,2007-07,101.1494
78,train,2006-08,2007-07,2007-08,100.8523
79,train,2006-09,2007-08,2007-09,99.7183
80,train,2006-10,2007-09,2007-10,100.2825
81,train,2006-11,2007-10,2007-11,100.3756
82,train,2006-12,2007-11,2007-12,99.6258
83,train,2007-01,2007-12,2008-01,100.5446
84,train,2007-02,2008-01,2008-02,101.5502
85,train,2007-03,2008-02,2008-03,99.6046
86,train,2007-04,2008-03,2008-04,100.157
87,train,2007-05,2008-04,2008-05,99.2994
88,train,2007-06,2008-05,2008-06,99.4059
89,train,2007-07,2008-06,2008-07,99.2716
90,train,2007-08,2008-07,2008-08,98.683
91,train,2007-09,2008-08,2008-09,99.7521
92,train,2007-10,2008-09,2008-10,99.3597
93,train,2007-11,2008-10,2008-11,98.5188
94,train,2007-12,2008-11,2008-12,98.7992
95,train,2008-01,2008-12,2009-01,99.753
96,train,2008-02,2009-01,2009-02,97.5136
97,train,2008-03,2009-02,2009-03,100.3962
98,train,2008-04,2009-03,2009-04,99.6661
99,train,2008-05,2009-04,2009-05,100.132
100,train,2008-06,2009-05,2009-06,99.6654
101,train,2008-07,2009-06,2009-07,99.8881
102,train,2008-08,2009-07,2009-08,100.6212
103,train,2008-09,2009-08,2009-09,100.415
104,train,2008-10,2009-09,2009-10,100.2621
105,train,2008-11,2009-10,2009-11,101.0958
106,train,2008-12,2009-11,2009-12,101.2928
107,train,2009-01,2009-12,2010-01,99.676
108,train,2009-02,2010-01,2010-02,101.1524
109,train,2009-03,2010-02,2010-03,99.6787
110,train,2009-04,2010-03,2010-04,100.4298
111,train,2009-05,2010-04,2010-05,100.2432
112,train,2009-06,2010-05,2010-06,99.8933
113,train,2009-07,2010-06,2010-07,100.34
114,train,2009-08,2010-07,2010-08,100.1742
115,train,2009-09,2010-08,2010-09,100.1256
116,train,2009-10,2010-09,2010-10,100.7335
117,train,2009-11,2010-10,2010-11,100.7186
118,train,2009-12,2010-11,2010-12,99.4958
119,train,2010-01,2010-12,2011-01,100.306
120,train,2010-02,2011-01,2011-02,100.0286
121,train,2010-03,2011-02,2011-03,100.4193
122,train,2010-04,2011-03,2011-04,99.962
123,train,2010-05,2011-04,2011-05,100.1614
124,train,2010-06,2011-05,2011-06,100.8056
125,train,2010-07,2011-06,2011-07,100.0846
126,train,2010-08,2011-07,2011-08,99.7182
127,train,2010-09,2011-08,2011-09,99.9246
128,train,2010-10,2011-09,2011-10,99.4626
129,train,2010-11,2011-10,2011-11,98.7867
130,train,2010-12,2011-11,2011-12,99.8561
131,train,2011-01,2011-12,2012-01,100.4612
132,train,2011-02,2012-01,2012-02,98.6705
133,train,2011-03,2012-02,2012-03,100.4168
134,train,2011-04,2012-03,2012-04,99.7876
135,train,2011-05,2012-04,2012-05,99.6421
136,train,2011-06,2012-05,2012-06,99.1748
137,train,2011-07,2012-06,2012-07,99.6574
138,train,2011-08,2012-07,2012-08,100.1965
139,train,2011-09,2012-08,2012-09,99.902
140,train,2011-10,2012-09,2012-10,99.8037
141,train,2011-11,2012-10,2012-11,100.295
142,train,2011-12,2012-11,2012-12,100.4902
143,train,2012-01,2012-12,2013-01,99.5122
144,train,2012-02,2013-01,2013-02,101.1765
145,train,2012-03,2013-02,2013-03,98.9341
146,train,2012-04,2013-03,2013-04,100.2938
147,train,2012-05,2013-04,2013-05,99.707
148,train,2012-06,2013-05,2013-06,100.5877
149,train,2012-07,2013-06,2013-07,100.0
150,train,2012-08,2013-07,2013-08,99.9026
151,train,2012-09,2013-08,2013-09,100.4873
152,train,2012-10,2013-09,2013-10,100.097
153,train,2012-11,2013-10,2013-11,99.8062
154,train,2012-12,2013-11,2013-12,99.5146
155,train,2013-01,2013-12,2014-01,100.0
156,train,2013-02,2014-01,2014-02,99.5122
157,train,2013-03,2014-02,2014-03,100.3922
158,train,2013-04,2014-03,2014-04,99.4141
159,train,2013-05,2014-04,2014-05,100.6876
160,train,2013-06,2014-05,2014-06,99.8049
161,train,2013-07,2014-06,2014-07,100.0
162,train,2013-08,2014-07,2014-08,99.7067
163,train,2013-09,2014-08,2014-09,99.6078
164,train,2013-10,2014-09,2014-10,100.0
165,train,2013-11,2014-10,2014-11,99.8031
166,train,2013-12,2014-11,2014-12,100.0986
167,train,2014-01,2014-12,2015-01,99.3103
168,train,2014-02,2015-01,2015-02,100.5952
169,train,2014-03,2015-02,2015-03,100.0
170,train,2014-04,2015-03,2015-04,100.0986
171,train,2014-05,2015-04,2015-05,99.7044
172,train,2014-06,2015-05,2015-06,100.1976
173,train,2014-07,2015-06,2015-07,100.1972
174,train,2014-08,2015-07,2015-08,100.3937
175,train,2014-09,2015-08,2015-09,99.6078
176,train,2014-10,2015-09,2015-10,99.7047
177,train,2014-11,2015-10,2015-11,100.1974
178,train,2014-12,2015-11,2015-12,100.0985
179,train,2015-01,2015-12,2016-01,100.1969
180,train,2015-02,2016-01,2016-02,100.4912
181,train,2015-03,2016-02,2016-03,100.0
182,train,2015-04,2016-03,2016-04,100.0
183,train,2015-05,2016-04,2016-05,99.7067
184,train,2015-06,2016-05,2016-06,99.902
185,train,2015-07,2016-06,2016-07,99.9019
186,train,2015-08,2016-07,2016-08,99.5088
187,train,2015-09,2016-08,2016-09,100.5923
188,train,2015-10,2016-09,2016-10,100.1963
189,train,2015-11,2016-10,2016-11,100.1959
190,train,2015-12,2016-11,2016-12,99.8045
191,train,2016-01,2016-12,2017-01,100.3918
192,train,2016-02,2017-01,2017-02,98.3415
193,train,2016-03,2017-02,2017-03,100.0992
194,train,2016-04,2017-03,2017-04,100.2973
195,train,2016-05,2017-04,2017-05,100.2964
196,train,2016-06,2017-05,2017-06,100.0
197,train,2016-07,2017-06,2017-07,99.9015
198,train,2016-08,2017-07,2017-08,100.3945
199,train,2016-09,2017-08,2017-09,99.8035
200,train,2016-10,2017-09,2017-10,100.2953
201,train,2016-11,2017-10,2017-11,99.8037
202,train,2016-12,2017-11,2017-12,100.0983
203,train,2017-01,2017-12,2018-01,99.7053
204,train,2017-02,2018-01,2018-02,101.3793
205,train,2017-03,2018-02,2018-03,99.2225
206,train,2017-04,2018-03,2018-04,99.7062
207,train,2017-05,2018-04,2018-05,100.0
208,train,2017-06,2018-05,2018-06,100.0982
209,train,2017-07,2018-06,2018-07,100.1963
210,train,2017-08,2018-07,2018-08,100.1959
211,train,2017-09,2018-08,2018-09,100.1955
212,val,2017-10,2018-09,2018-10,100.0
213,val,2017-11,2018-10,2018-11,99.7073
214,val,2017-12,2018-11,2018-12,99.7065
215,val,2018-01,2018-12,2019-01,99.8037
216,val,2018-02,2019-01,2019-02,99.8033
217,val,2018-03,2019-02,2019-03,100.7882
218,val,2018-04,2019-03,2019-04,100.1955
219,val,2018-05,2019-04,2019-05,100.1951
220,val,2018-06,2019-05,2019-06,100.0
221,val,2018-07,2019-06,2019-07,100.0974
222,val,2018-08,2019-07,2019-08,100.0
223,val,2018-09,2019-08,2019-09,100.1946
224,val,2018-10,2019-09,2019-10,100.7767
225,val,2018-11,2019-10,2019-11,100.6744
226,val,2018-12,2019-11,2019-12,100.0
227,val,2019-01,2019-12,2020-01,100.8612
228,val,2019-02,2020-01,2020-02,99.8102
229,val,2019-03,2020-02,2020-03,99.1445
230,val,2019-04,2020-03,2020-04,99.0412
231,val,2019-05,2020-04,2020-05,99.1288
232,val,2019-06,2020-05,2020-06,100.0977
233,val,2019-07,2020-06,2020-07,100.1951
234,val,2019-08,2020-07,2020-08,99.7079
235,val,2019-09,2020-08,2020-09,99.3164
236,val,2019-10,2020-09,2020-10,98.8201
237,val,2019-11,2020-10,2020-11,99.005
238,val,2019-12,2020-11,2020-12,100.7035
239,val,2020-01,2020-12,2021-01,99.501
240,val,2020-02,2021-01,2021-02,100.1003
241,val,2020-03,2021-02,2021-03,100.6012
242,val,2020-04,2021-03,2021-04,100.498
243,val,2020-05,2021-04,2021-05,100.3964
244,val,2020-06,2021-05,2021-06,99.8026
245,val,2020-07,2021-06,2021-07,99.9011
246,val,2020-08,2021-07,2021-08,99.802
247,val,2020-09,2021-08,2021-09,99.9008
248,val,2020-10,2021-09,2021-10,100.7944
249,val,2020-11,2021-10,2021-11,100.7882
250,val,2020-12,2021-11,2021-12,99.218
251,val,2021-01,2021-12,2022-01,99.4089
252,val,2021-02,2022-01,2022-02,100.0
253,val,2021-03,2022-02,2022-03,100.5946
254,val,2021-04,2022-03,2022-04,100.5911
255,val,2021-05,2022-04,2022-05,100.0
256,val,2021-06,2022-05,2022-06,100.3918
257,test,2021-07,2022-06,2022-07,100.1951
258,test,2021-08,2022-07,2022-08,99.8053
259,test,2021-09,2022-08,2022-09,100.2927
260,test,2021-10,2022-09,2022-10,99.3191
261,test,2021-11,2022-10,2022-11,99.5103
262,test,2021-12,2022-11,2022-12,100.1969
263,test,2022-01,2022-12,2023-01,100.2947
264,test,2022-02,2023-01,2023-02,98.9226
265,test,2022-03,2023-02,2023-03,99.703
266,test,2022-04,2023-03,2023-04,99.4042
267,test,2022-05,2023-04,2023-05,100.0999
268,test,2022-06,2023-05,2023-06,99.8004
269,test,2022-07,2023-06,2023-07,99.7
270,test,2022-08,2023-07,2023-08,100.4012
271,test,2022-09,2023-08,2023-09,99.9001
272,test,2022-10,2023-09,2023-10,99.8
273,test,2022-11,2023-10,2023-11,99.6994
274,test,2022-12,2023-11,2023-12,100.201
275,test,2023-01,2023-12,2024-01,99.4985
276,test,2023-02,2024-01,2024-02,101.5121
277,test,2023-03,2024-02,2024-03,99.4042
278,test,2023-04,2024-03,2024-04,100.1998
279,test,2023-05,2024-04,2024-05,100.0
280,test,2023-06,2024-05,2024-06,99.9003
281,test,2023-07,2024-06,2024-07,100.2994
282,test,2023-08,2024-07,2024-08,100.0995
283,test,2023-09,2024-08,2024-09,99.8012
284,test,2023-10,2024-09,2024-10,99.9004
285,test,2023-11,2024-10,2024-11,99.9003
286,test,2023-12,2024-11,2024-12,99.9002
287,test,2024-01,2024-12,2025-01,100.3996
288,test,2024-02,2025-01,2025-02,98.806
289,test,2024-03,2025-02,2025-03,100.6042
290,test,2024-04,2025-03,2025-04,100.0
291,test,2024-05,2025-04,2025-05,100.0
292,test,2024-06,2025-05,2025-06,100.2002
293,test,2024-07,2025-06,2025-07,99.9001
294,test,2024-08,2025-07,2025-08,99.6
295,test,2024-09,2025-08,2025-09,100.1004
296,test,2024-10,2025-09,2025-10,100.5015
297,test,2024-11,2025-10,2025-11,100.499
298,test,2024-12,2025-11,2025-12,100.0993
299,test,2025-01,2025-12,2026-01,99.4048
300,test,2025-02,2026-01,2026-02,101.0978
301,test,2025-03,2026-02,2026-03,99.7038
302,test,2025-04,2026-03,2026-04,100.198
