sample_id,split,x_start_date,x_end_date,target_date,y
97,test,2021-08,2022-07,2022-08,99.9
98,test,2021-09,2022-08,2022-09,100.3
99,test,2021-10,2022-09,2022-10,100.1
100,test,2021-11,2022-10,2022-11,99.8
101,test,2021-12,2022-11,2022-12,100.0
102,test,2022-01,2022-12,2023-01,100.8
103,test,2022-02,2023-01,2023-02,99.5
104,test,2022-03,2023-02,2023-03,99.7
105,test,2022-04,2023-03,2023-04,99.9
106,test,2022-05,2023-04,2023-05,99.8
107,test,2022-06,2023-05,2023-06,99.8
108,test,2022-07,2023-06,2023-07,100.2
109,test,2022-08,2023-07,2023-08,100.3
110,test,2022-09,2023-08,2023-09,100.2
111,test,2022-10,2023-09,2023-10,99.9
112,test,2022-11,2023-10,2023-11,99.5
113,test,2022-12,2023-11,2023-12,100.1
114,test,2023-01,2023-12,2024-01,100.3
115,test,2023-02,2024-01,2024-02,101.0
116,test,2023-03,2024-02,2024-03,99.0
117,test,2023-04,2024-03,2024-04,100.1
118,test,2023-05,2024-04,2024-05,99.9
119,test,2023-06,2024-05,2024-06,99.8
120,test,2023-07,2024-06,2024-07,100.5
121,test,2023-08,2024-07,2024-08,100.4
122,test,2023-09,2024-08,2024-09,100.0
123,test,2023-10,2024-09,2024-10,99.7
124,test,2023-11,2024-10,2024-11,99.4
125,test,2023-12,2024-11,2024-12,100.0
126,test,2024-01,2024-12,2025-01,100.7
127,test,2024-02,2025-01,2025-02,99.8
128,test,2024-03,2025-02,2025-03,99.6
129,test,2024-04,2025-03,2025-04,100.1
130,test,2024-05,2025-04,2025-05,99.8
131,test,2024-06,2025-05,2025-06,99.9
132,test,2024-07,2025-06,2025-07,100.4
133,test,2024-08,2025-07,2025-08,100.0
134,test,2024-09,2025-08,2025-09,100.1
135,test,2024-10,2025-09,2025-10,100.2
136,test,2024-11,2025-10,2025-11,99.9
137,test,2024-12,2025-11,2025-12,100.2
138,test,2025-01,2025-12,2026-01,100.2
139,test,2025-02,2026-01,2026-02,101.0
140,test,2025-03,2026-02,2026-03,99.3
141,test,2025-04,2026-03,2026-04,100.3
